"","id","submitdate","lastpage","startlanguage","q_","startdate","datestamp","dmAge","dmSex","dmLivingSit","dmLivingSitRoommate","dmLivingSitPpl","dmFinance_SQ001","sl_SQ001","sl_SQ002","sl_SQ003","sl_SQ006","sl_SQ004","sl_SQ005","sl_SQ007","kdAufbau","kdMaterialien","kdAktivitaeten_Mitarbeit","kdAktivitaeten_Vorbereitung","kdAktivitaeten_Referat","kdAktivitaeten_Nichts","kdPruefung_Klausur","kdPruefung_Hausarbeit","kdPruefung_Hausaufgaben","kdPruefung_other","kdRueckmeldung","kdRueckmeldezeit_SQ001","kdQualitaet_klarheit1","kdQualitaet_lernklima1","kdQualitaet_feed_deep1","kdQualitaet_feed_freq1","kdQualitaet_lernklima2","kdQualitaet_aktivierung1","kdQualitaet_feed_deep2","kdQualitaet_lernklima3","kdQualitaet_motivierung1","kdQualitaet_fragen1","kdQualitaet_klarheit2","kdQualitaet_feed_freq2","kdQualitaet_vielfalt1","kdQualitaet_aktivierung2","kdQualitaet_feed_deep3","kdQualitaet_motivierung2","kdQualitaet_feed_freq3","kdQualitaet_motivierung3","kdQualitaet_interaktion1","kdQualitaet_aktivierung3","kdQualitaet_vielfalt2","kdQualitaet_aktivierung4","kdQualitaet_fragen2","kdQualitaet_klarheit3","kdQualitaet_verteilung1","kdQualitaet_feed_deep4","kdQualitaet_motivierung4","kdQualitaet_verteilung2","kdQualitaet_vielfalt3","kdQualitaet_fragen3","kdQualitaet_interaktion2","kdQualitaet_verteilung3","kdQualitaet_interaktion3","kdQualitaetWahl_zeitpunkt","kdQualitaetWahl_inhalt","kdQualitaetWahl_methode","kdQualitaetAufwand_aufwand","kdQualitaetAufwand_menge","kdQualitaetAufwand_zeit","hsf1_VVW01","hsf1_VSL01","hsf1_KIZ01","hsf1_RAB01","hsf1_VUL01","hsf1_UA02","hsf1_MIW01","hsf1_MSW01","hsf1_TTL02","hsf1_PU02","hsf1_RRB03","hsf1_TTK01","hsf1_MPR03","hsf1_A02","hsf1_MLM01","hsf1_TTF01","hsf1_RFL01","hsf1_UVG02","hsf1_MWL02","hsf1_MNL02","hsf1_PMK01","hsf1_PU03","hsf1_RNE01","hsf1_ZSP03","hsf2_VSL02","hsf2_TTK02","hsf2_TTL03","hsf2_RFL02","hsf2_MSW02","hsf2_VUL02","hsf2_MIW02","hsf2_MNL03","hsf2_KIZ02","hsf2_TUT02","hsf2_RKP03","hsf2_VVW02","hsf2_VKL03","hsf2_ZSME01","hsf2_RAB02","hsf2_RV03","hsf2_MWL03","hsf2_RZM03","hsf2_UVG03","hsf2_RNE02","hsf2_MLM02","hsf2_PMK02","hsf2_MKL01","hsf2_UEW02","hsf3_VVW03","hsf3_VSL03","hsf3_MSW03","hsf3_ZSME02","hsf3_RKP02","hsf3_RFL03","hsf3_MPR01","hsf3_RZM02","hsf3_TUT03","hsf3_A03","hsf3_MKL02","hsf3_TTK03","hsf3_UEL03","hsf3_VKL02","hsf3_RV02","hsf3_MLM03","hsf3_TTF02","hsf3_KIZ03","hsf3_UEW03","hsf3_MIW03","hsf3_RRB02","hsf3_PMK03","hsf3_ZSP01","hsf3_UEL02","hsf4_VKL01","hsf4_RKP01","hsf4_TTL01","hsf4_RAB03","hsf4_UA01","hsf4_MNL01","hsf4_MPR02","hsf4_VUL03","hsf4_UVG01","hsf4_MWL01","hsf4_RNE03","hsf4_RZM01","hsf4_ZSME03","hsf4_TTF03","hsf4_MKL03","hsf4_A01","hsf4_RRB01","hsf4_UEL01","hsf4_RV01","hsf4_TUT01","hsf4_UA03","hsf4_UEW01","hsf4_PU01","hsf4_ZSP02","hsf4Study","gh_SQ001","gh_SQ002","gh_SQ003","gh_SQ004","gh_SQ005","gh_SQ006","gh_SQ007","gh_SQ008","gh_SQ009","gh_SQ010","gh_SQ011","location","kd_klarheit","kd_motivierung","kd_aktivierung","kd_lernklima","kd_interaktion","kd_feedbacktiefe","kd_feedbackfrequenz","kd_vielfalt","kd_fragen","kd_aufwand","kd_verteilung","kd_wahl","regulationserfolg","pcog_vorwissen","pcog_komplex","pcog_schwierig","pcog_extraneous","pmet_anforderungen","pmet_zielmangel","pmet_zielqualitaet","pmet_vorgehenmangel","pmet_vorgehenunklar","pmet_vorgehenqualitaet","pmet_anpassung","pmet_flexibilitaet","pmet_zeitnutzung","pmet_monitoring","pmet_evaluation","pmot_utility","pmot_attainment","pmot_intrinsic","pmot_cost","pmot_vorgehensweise","pmot_selbstwirksam","pmot_prokrastination","pmot_emotionen","pres_umfeld","pres_ablenkung","pres_zeitmangel","pres_koerper","pres_material","prest_voraussetzungen","prest_dysfunktional","prest_leistung","prest_kenntnisse","gewissenhaftigkeit","Regelmaessig","kdAufbau_interaktiv","kdAufbau_synchron","P_Verständnis","P_Metakognition","P_Motivation","P_Ressourcen_Selbst","P_Ressourcen_Kurs","P_Ressouren_Technik","Probleme_gesamt","suboptimal_study","gh_ordnungsliebe","gh_fleiss","gh_verlaesslichkeit"
"11",50,"2021-02-10 13:43:07",13,"de",1256376928,"2021-02-10 13:25:16","2021-02-10 13:43:07",20,"female","WG",2,4,2,1,1,4,3,1,4,1,"vortragsbasiert-synchron",1,0,0,0,1,1,0,0,"",99,NA,3,3,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,3,3,3,2,2,2,4,4,3,3,2,3,4,3,4,4,4,3,4,3,3,4,2,2,2,2,2,2,2,2,2,3,4,4,3,3,4,3,4,4,3,2,4,4,4,3,3,1,1,3,2,2,1,1,3,1,1,1,3,3,4,4,4,4,4,2,2,1,1,1,1,3,4,1,3,3,3,3,1,1,2,3,1,2,2,2,3,1,1,2,3,3,3,3,3,4,3,2,2,1,3,2,1,3,3,1,3,2,3,3,"A2",5,3,3,2,3,5,3,3,5,3,3,"Augsburg",2.66666666666667,2.25,2,2.66666666666667,2.66666666666667,2.25,2,2,2.33333333333333,3.33333333333333,4,2.66666666666667,3.66666666666667,3.66666666666667,2.66666666666667,4,3.66666666666667,3,2.66666666666667,2,2.66666666666667,2.33333333333333,2.66666666666667,2.33333333333333,2.33333333333333,2.66666666666667,2.66666666666667,2.66666666666667,3.33333333333333,3.66666666666667,3.33333333333333,3.66666666666667,2.66666666666667,4,2,2.66666666666667,1.33333333333333,2,1.33333333333333,1.33333333333333,1.66666666666667,1,1.33333333333333,2,2.33333333333333,3.55555555555556,0.333333333333333,0,1,3.58333333333333,2.07692307692308,3.5,1.88888888888889,2.77777777777778,1.66666666666667,2.55684885290148,2.5,5,2.66666666666667,3
"12",128,"2021-02-14 21:23:02",13,"de",45740983,"2021-02-14 21:02:02","2021-02-14 21:23:02",20,"female","Elternhaus",2,4,3,2,5,3,6,5,2,2,"Materialbasiert-asynchron",1,0,1,0,0,1,0,0,"",1,3,6,6,5,4,5,5,4,5,5,5,5,5,4,4,3,5,3,4,3,5,2,3,6,5,2,2,5,5,5,5,3,5,5,2,2,2,4,4,4,3,3,2,4,3,2,2,3,2,2,2,2,3,2,2,2,1,2,2,1,2,2,2,2,2,2,2,1,3,3,1,2,2,2,2,3,3,2,2,2,2,2,3,1,2,4,2,3,3,2,4,3,2,2,3,4,1,2,2,3,2,3,2,2,2,2,2,2,2,3,2,2,2,2,2,2,1,2,3,4,3,2,1,4,4,2,3,3,2,3,3,2,2,3,2,2,"A2",2,3,3,2,3,3,2,4,3,3,4,"Augsburg",5.33333333333333,4.75,4.25,5.33333333333333,3.66666666666667,3.5,4,3.66666666666667,5.33333333333333,4,5,2,2.66666666666667,3,2.66666666666667,2.33333333333333,3.33333333333333,1.66666666666667,2,3,3,2.66666666666667,2,2.33333333333333,2.33333333333333,2,2.33333333333333,2.66666666666667,1.66666666666667,2,1.66666666666667,2.33333333333333,2,3.33333333333333,3,1.33333333333333,2,2.66666666666667,3.33333333333333,2,1.33333333333333,1.66666666666667,2,2,2.33333333333333,2.77777777777778,0.666666666666667,0,0,2.83333333333333,2.1025641025641,1.91666666666667,2.22222222222222,2.11111111111111,2,2.2943657219973,3,2.66666666666667,2.33333333333333,3.33333333333333
"13",101,"2021-02-01 14:41:42",14,"de",90200203,"2021-02-01 14:05:10","2021-02-01 14:41:42",27,"male","Sonstiges",2,3,1,1,3,6,6,2,6,1,"Materialbasiert-asynchron",1,0,1,0,0,1,0,0,"",99,NA,2,3,5,3,5,3,3,4,3,4,2,6,2,3,3,4,3,2,2,2,5,2,2,2,2,2,4,2,2,4,3,5,4,5,1,2,4,4,4,1,1,1,5,4,4,1,1,1,2,4,1,5,3,2,1,2,3,2,1,1,2,5,2,1,1,1,1,1,2,1,1,2,1,3,1,2,2,5,4,1,1,3,5,3,5,1,3,1,3,1,2,5,3,5,1,1,2,4,1,4,1,2,5,1,2,3,1,5,4,2,4,1,5,1,5,3,1,5,4,4,1,5,5,2,1,3,5,5,3,3,1,2,3,2,2,"A2",2,2,4,1,3,4,2,3,3,3,3,"Duisburg",2,3.25,2.5,4,3,3.25,4,3,3.33333333333333,4,5,2.66666666666667,3,1,1.33333333333333,1.66666666666667,3.33333333333333,3,2,2,3.33333333333333,3.33333333333333,2,3.33333333333333,3,1.66666666666667,3.66666666666667,3,1,1.33333333333333,1,2.66666666666667,3.33333333333333,1,5,5,4.66666666666667,5,2.33333333333333,4.33333333333333,2,1,1,1,1,2.66666666666667,0.666666666666667,0,0,1.25,2.48717948717949,1.5,4.11111111111111,2.77777777777778,1,2.4594579397211,4,3,1.66666666666667,3.33333333333333
"14",110,"2021-02-13 14:57:23",13,"de",1351523731,"2021-02-13 14:39:46","2021-02-13 14:57:23",19,"male","Elternhaus",2,7,2,1,1,4,6,3,4,1,"Materialbasiert-asynchron",0,0,1,1,0,1,0,1,"",99,NA,2,4,2,1,5,5,1,6,2,2,6,4,4,1,2,3,3,2,6,2,1,2,3,3,5,2,2,6,3,5,6,4,5,3,1,2,4,4,5,2,4,2,3,3,3,4,4,4,2,4,2,4,4,2,1,3,4,5,1,4,2,4,4,3,2,4,1,4,2,4,1,3,4,4,2,4,2,4,1,3,2,4,5,4,3,1,4,4,4,4,2,5,2,4,2,4,4,4,1,3,2,2,3,2,5,3,4,3,4,2,2,4,5,4,4,4,1,4,4,3,3,4,3,4,2,3,4,3,4,2,3,2,4,3,4,"A2",2,2,2,2,2,4,4,4,4,3,2,"Augsburg",3.66666666666667,2.25,2.5,5,5.66666666666667,1.75,2.66666666666667,2.66666666666667,3.33333333333333,4.33333333333333,4,2,5,2.66666666666667,3.33333333333333,3.66666666666667,3,3,3.33333333333333,2.66666666666667,3.66666666666667,3.66666666666667,2.33333333333333,4,1.66666666666667,3.33333333333333,3,3.66666666666667,1,3.66666666666667,4,2.66666666666667,3,4,4,4.33333333333333,3.33333333333333,3.66666666666667,2.33333333333333,4.66666666666667,2,3.66666666666667,1.66666666666667,4,1.66666666666667,2.88888888888889,0.666666666666667,0,0,3.41666666666667,2.71794871794872,2.83333333333333,3.55555555555556,2.66666666666667,2.75,3.12123256860099,2.5,3.33333333333333,2.66666666666667,2.66666666666667
"15",16,"2021-02-09 22:50:28",13,"de",1915194624,"2021-02-09 22:12:31","2021-02-09 22:50:28",19,"female","eigeneWohnung",NA,1,3,1,5,6,6,5,2,1,"interaktiv-asynchron",1,1,1,0,0,1,0,0,"",7,6,6,5,6,3,5,4,5,6,6,6,5,4,6,5,5,6,6,5,5,4,5,3,5,6,1,5,6,6,4,6,5,6,5,1,1,2,6,5,6,4,3,1,3,1,2,1,2,1,1,1,1,1,3,1,1,1,1,4,5,4,3,2,2,4,1,1,1,3,2,2,1,1,1,1,2,4,1,4,5,1,2,1,1,2,3,1,2,2,3,2,3,1,1,3,2,1,2,2,1,2,3,3,2,1,3,2,1,1,5,2,2,3,1,1,4,1,1,4,1,2,1,1,2,3,1,1,3,1,2,1,1,1,3,2,2,"A2",5,5,3,3,4,5,4,5,5,5,4,"Augsburg",5.66666666666667,5.75,4,5.33333333333333,5,5.25,4.33333333333333,5,5.66666666666667,5.66666666666667,6,1.33333333333333,6,2.66666666666667,3.33333333333333,3.33333333333333,1.33333333333333,1.33333333333333,2,2.33333333333333,4,1.33333333333333,2,2.66666666666667,3,1.66666666666667,2,2.33333333333333,2.33333333333333,2,1.33333333333333,1.33333333333333,1.66666666666667,2.33333333333333,2.66666666666667,1.33333333333333,1,3.66666666666667,2,1,1,1,1,1,1,4.33333333333333,0.666666666666667,1,0,2.91666666666667,2,1.75,1.77777777777778,1.22222222222222,1,1.93859649122807,3.5,5,4,4
"16",20,"2021-01-12 11:36:26",14,"de",1305333154,"2021-01-12 11:01:31","2021-01-12 11:36:26",18,"female","WG",2,3,2,2,5,6,6,4,4,2,"Materialbasiert-asynchron",1,0,1,0,0,1,0,1,"",99,NA,5,6,6,6,5,5,3,5,4,5,5,6,4,3,5,5,5,4,6,4,4,2,2,4,4,3,4,6,2,6,6,4,5,2,1,2,5,4,4,4,3,5,5,2,2,2,5,5,3,4,2,5,5,4,1,1,2,2,1,2,4,4,3,4,2,4,2,4,1,1,1,5,4,5,5,3,3,5,2,1,3,3,5,5,3,2,4,4,2,5,4,5,4,5,3,3,5,2,2,4,2,5,1,3,5,5,1,3,4,3,4,3,4,5,5,2,1,5,2,3,1,5,5,3,3,2,5,3,3,5,4,1,4,4,4,"A2",4,1,3,1,4,5,3,5,4,1,3,"Duisburg",4.66666666666667,4.25,3.5,5.33333333333333,5.66666666666667,4.25,5.66666666666667,3.33333333333333,4.33333333333333,4.33333333333333,4,1.66666666666667,3.66666666666667,4.33333333333333,2.66666666666667,3,1.66666666666667,1.66666666666667,3.33333333333333,3.33333333333333,3,2.66666666666667,3.66666666666667,5,4,5,3.66666666666667,4.33333333333333,1,1.33333333333333,1.33333333333333,2,3.33333333333333,4.66666666666667,5,4.66666666666667,3.33333333333333,5,3.66666666666667,4.66666666666667,2.33333333333333,3.66666666666667,2.33333333333333,4.66666666666667,2,3.33333333333333,1,0,0,3.66666666666667,3.30769230769231,1.41666666666667,4.11111111111111,1.88888888888889,3.16666666666667,3.26029014844804,4.25,4.33333333333333,1.66666666666667,4
"17",68,"2021-02-10 19:28:52",13,"de",1058341078,"2021-02-10 18:58:59","2021-02-10 19:28:52",18,"male","Elternhaus",2,3,1,3,2,3,6,1,3,5,"vortragsbasiert-synchron",1,0,0,0,1,1,0,0,"",99,NA,1,1,5,4,3,2,3,6,4,4,4,3,1,3,1,2,1,5,3,1,1,3,3,5,1,3,5,1,4,5,2,5,4,1,1,1,2,1,2,2,3,3,3,1,1,2,2,2,2,2,1,3,4,3,3,1,2,2,4,2,2,4,2,2,1,1,1,2,1,1,1,2,1,2,2,2,2,3,3,2,2,2,1,2,1,1,4,2,2,3,2,2,1,3,2,1,2,2,1,2,4,2,2,1,3,2,2,2,2,1,2,2,1,1,3,1,1,3,2,2,1,2,2,1,1,2,1,2,2,1,1,1,4,2,1,"A2",3,2,4,4,4,4,3,4,3,5,4,"Augsburg",3.33333333333333,4,2.25,3.33333333333333,3,3,2.66666666666667,2,4,1.66666666666667,5,1,6,2,2.66666666666667,2.33333333333333,1.33333333333333,1,1.33333333333333,1.66666666666667,1.66666666666667,2,2,2.33333333333333,2,2.66666666666667,2,3.33333333333333,2,1.66666666666667,1.66666666666667,1.66666666666667,2.33333333333333,2.33333333333333,3,2.33333333333333,2,3,2,1.66666666666667,1,1,1.66666666666667,1.33333333333333,1,3.44444444444444,0.333333333333333,0,1,2.33333333333333,1.84615384615385,1.75,2.22222222222222,1.11111111111111,1.25,1.90823211875843,3.25,3.33333333333333,3,4
"18",36,"2021-01-13 12:22:55",14,"de",597010009,"2021-01-13 12:02:44","2021-01-13 12:22:55",20,"female","Elternhaus",2,3,3,1,6,5,6,2,3,1,"Materialbasiert-asynchron",1,0,1,0,0,1,0,0,"",1,6,6,6,6,1,5,3,1,6,1,6,5,6,2,1,4,6,2,1,2,2,5,1,3,5,1,3,4,5,1,5,2,4,4,6,2,2,6,6,6,2,3,3,5,2,2,3,4,1,2,4,1,4,3,3,3,1,1,5,4,4,3,4,4,4,2,1,1,3,4,4,2,5,1,4,4,4,2,5,2,3,5,5,4,3,2,1,3,2,2,4,2,5,3,4,5,1,2,2,1,1,4,3,3,4,4,1,2,4,3,4,5,5,4,2,4,3,3,5,5,5,3,5,2,3,1,5,3,4,3,3,1,1,1,1,1,"A2",5,2,3,4,2,5,5,4,5,4,4,"Duisburg",5.33333333333333,3,1.75,5.66666666666667,2.66666666666667,3.5,3,2.66666666666667,4.66666666666667,6,4,3.33333333333333,1,2.66666666666667,4.33333333333333,3,3.66666666666667,2,3,2.33333333333333,3,3.66666666666667,2,2.66666666666667,2.66666666666667,4,3,1.66666666666667,3,3.66666666666667,3,2.66666666666667,3,3.66666666666667,4.33333333333333,4.33333333333333,4,4.66666666666667,4,4.33333333333333,1.66666666666667,1,2.66666666666667,1.33333333333333,1.33333333333333,3.88888888888889,0.666666666666667,0,0,3.41666666666667,2.48717948717949,3.08333333333333,4.05555555555556,2.44444444444444,1.58333333333333,2.98431174089069,3.75,5,3.66666666666667,3
"19",15,"2021-02-09 22:34:53",13,"de",480087610,"2021-02-09 22:05:05","2021-02-09 22:34:53",18,"female","WohnheimZimmer",1,2,2,1,5,3,5,4,2,2,"vortragsbasiert-synchron",1,0,1,0,0,1,0,1,"",99,NA,4,6,5,3,2,6,1,5,2,6,4,5,2,2,2,5,2,4,2,3,1,2,5,5,3,2,5,5,1,6,2,5,2,5,2,5,5,5,5,5,5,1,2,3,1,2,5,2,3,4,1,4,1,1,1,1,2,1,1,2,1,4,1,4,1,1,1,5,4,2,1,3,1,4,3,2,1,2,2,1,2,1,1,2,1,1,3,4,4,5,1,1,1,4,2,1,1,1,1,1,1,2,1,1,2,2,1,1,1,1,1,3,2,1,1,1,1,5,2,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,"A2",4,2,3,2,2,5,2,3,5,4,4,"Augsburg",4.33333333333333,4,3.25,4.33333333333333,2,2.5,3.33333333333333,1.33333333333333,5.66666666666667,5,5,4,3.33333333333333,4,2,4.33333333333333,3,1,1,1,1.33333333333333,1.33333333333333,1.66666666666667,1,1.66666666666667,2,1,2,1,1,1.66666666666667,1,1.33333333333333,5,4.33333333333333,2.66666666666667,2,1.66666666666667,1.66666666666667,2.33333333333333,1,1,1,1.33333333333333,1,3.11111111111111,1,0,1,3.83333333333333,1.41025641025641,1.16666666666667,1.94444444444444,1.66666666666667,1.08333333333333,1.85363247863248,3,4.66666666666667,2,2.66666666666667
"20",67,"2021-01-15 14:37:12",14,"de",1569792428,"2021-01-15 14:02:21","2021-01-15 14:37:12",34,"female","WG",1,3,2,2,2,6,6,6,4,5,"vortragsbasiert-synchron",1,0,0,0,1,1,0,1,"",99,NA,4,5,4,2,3,5,1,5,2,4,4,5,5,5,3,4,4,2,3,4,3,1,3,4,4,2,3,4,4,3,2,3,4,1,1,3,5,5,4,4,3,4,3,3,3,4,4,3,4,5,1,5,4,3,4,3,3,4,4,4,3,5,4,4,2,4,2,4,3,4,4,4,3,4,3,4,3,4,2,4,3,3,4,2,4,3,3,4,4,4,3,4,3,5,2,3,3,4,1,3,3,2,4,4,4,4,4,5,4,4,3,4,5,4,4,4,4,5,3,3,4,5,4,4,3,4,4,5,4,3,3,4,4,3,3,"A2",4,4,3,2,3,4,4,4,4,3,2,"Duisburg",4,2.75,3.75,4.33333333333333,3,2.5,3.66666666666667,4,3.33333333333333,4.66666666666667,3,1.66666666666667,2,3.66666666666667,3.66666666666667,3.66666666666667,3,3.66666666666667,3.66666666666667,3.33333333333333,4,3,3.33333333333333,3.66666666666667,2.33333333333333,4,3.33333333333333,3.66666666666667,4,4,4,3.66666666666667,3,4,5,4.66666666666667,5,3.66666666666667,3,4.33333333333333,2.66666666666667,3,3.66666666666667,3.66666666666667,1.33333333333333,3.55555555555556,0.666666666666667,0,1,3.75,3.02564102564103,3.91666666666667,3.94444444444444,3.11111111111111,2.91666666666667,3.56134727845254,4.25,4,3.33333333333333,3.33333333333333
"21",117,"2021-02-14 10:58:51",13,"de",763684382,"2021-02-14 10:36:32","2021-02-14 10:58:51",22,"male","PartnerKind",1,2,1,2,2,3,6,2,2,3,"interaktiv-asynchron",1,0,0,0,1,1,0,0,"",99,NA,5,6,4,2,5,4,4,5,4,6,6,4,4,6,3,5,3,4,4,6,3,5,4,6,4,4,5,4,2,5,4,5,4,6,3,4,4,5,4,2,3,3,5,2,1,2,1,1,2,4,1,5,4,4,2,4,3,2,1,4,3,4,2,4,1,1,2,2,2,1,1,4,1,1,2,3,2,5,3,2,2,2,4,4,3,2,4,1,1,2,3,4,4,5,3,1,3,2,1,4,2,3,3,2,5,3,3,3,3,2,3,2,4,1,4,2,2,5,3,3,2,4,4,4,1,3,4,3,3,3,1,1,3,3,3,"A2",2,3,3,2,4,4,4,4,4,3,1,"Augsburg",5.66666666666667,4.5,5.25,5.33333333333333,4,3.75,3,3,5,4.33333333333333,5,4.33333333333333,4,1.66666666666667,2.33333333333333,2.66666666666667,2.33333333333333,1.33333333333333,2.33333333333333,3,3.33333333333333,2.66666666666667,2.66666666666667,3.66666666666667,3,4,3.33333333333333,3.33333333333333,1.33333333333333,2,2,2.33333333333333,3.66666666666667,1.66666666666667,5,4,3.33333333333333,4.66666666666667,3,3,3.33333333333333,1,1.66666666666667,1,1,3.33333333333333,0.333333333333333,1,0,2.08333333333333,2.79487179487179,1.91666666666667,3.61111111111111,2.33333333333333,1.16666666666667,2.62033288349078,2.5,3.33333333333333,3,3.66666666666667
"22",31,"2021-02-10 10:40:25",13,"de",1510158850,"2021-02-10 09:53:55","2021-02-10 10:40:25",20,"female","WohnheimAppartment",NA,1,3,5,4,5,6,6,2,1,"vortragsbasiert-synchron",1,0,0,0,1,0,0,0,"Portfolioprüfung",99,NA,4,5,1,1,3,2,1,3,1,3,4,2,1,5,1,5,2,1,1,2,1,1,6,5,1,1,3,5,1,5,2,6,2,1,1,1,2,1,2,3,4,1,2,1,1,5,4,2,2,4,1,5,3,1,1,3,2,4,3,1,2,5,1,4,1,1,2,4,2,4,4,2,1,1,4,2,1,2,5,3,2,1,2,3,1,2,3,3,4,4,2,1,2,4,2,1,4,4,1,3,2,4,3,2,4,4,5,2,2,4,4,4,2,2,4,1,3,4,2,4,5,2,5,1,1,4,4,2,4,4,1,2,2,3,1,"A2",5,2,3,1,4,5,3,5,5,4,4,"Augsburg",4.33333333333333,2.5,2.5,3.66666666666667,1.66666666666667,1,1.66666666666667,1,4.66666666666667,1.66666666666667,6,1,4.66666666666667,3.33333333333333,2.66666666666667,4,1.66666666666667,1.33333333333333,2,1.33333333333333,1.33333333333333,2.33333333333333,2.33333333333333,3.66666666666667,4.33333333333333,2.33333333333333,3.66666666666667,3,3.33333333333333,4,4.66666666666667,3.33333333333333,2.33333333333333,4,4.33333333333333,3,2.66666666666667,2.66666666666667,3,1.33333333333333,2.33333333333333,1,1.33333333333333,1.66666666666667,1,3.66666666666667,0.333333333333333,0,1,3.5,2.35897435897436,3.83333333333333,2.5,1.77777777777778,1.25,2.64614260008997,3,5,2,4
"23",113,"2021-02-13 21:40:04",13,"de",1228425455,"2021-02-13 19:47:17","2021-02-13 21:40:04",19,"female","Elternhaus",2,4,3,3,5,6,6,4,5,4,"Materialbasiert-asynchron",0,1,1,0,0,1,0,0,"",99,NA,6,6,6,2,1,5,1,6,4,6,6,4,5,5,2,2,1,3,5,3,5,5,3,5,1,1,5,4,5,5,6,5,6,6,1,2,6,6,6,1,2,5,5,2,1,3,5,4,5,5,2,5,5,4,1,2,3,2,3,5,5,5,4,3,2,4,1,5,4,4,3,5,5,1,2,4,5,5,2,4,2,5,4,5,5,1,5,1,1,5,4,5,2,5,2,4,5,1,3,5,1,5,3,2,5,5,4,5,4,5,5,4,4,4,5,2,2,5,4,5,3,3,4,4,1,3,5,5,5,5,2,3,5,5,5,"A2",2,1,2,1,1,3,1,4,1,3,2,"Augsburg",5.66666666666667,3.5,4.5,4.33333333333333,5.66666666666667,2.5,2.33333333333333,5,4.66666666666667,6,5,3,1,1.33333333333333,3,2,3.33333333333333,2,4.66666666666667,4.33333333333333,4.66666666666667,4.33333333333333,5,5,4,5,5,5,2.66666666666667,3,3.66666666666667,1.66666666666667,4,5,5,4,5,5,2.66666666666667,3.33333333333333,1.66666666666667,3.66666666666667,1.33333333333333,4,2.33333333333333,1.77777777777778,0.333333333333333,0,0,2.83333333333333,4,2.75,4,2.33333333333333,2.83333333333333,3.56359649122807,5,2,1,2.33333333333333
"24",127,"2021-02-14 21:12:16",13,"de",440947084,"2021-02-14 20:55:06","2021-02-14 21:12:16",24,"male","WG",2,3,2,2,2,6,6,2,6,6,"interaktiv-asynchron",1,0,0,0,1,1,0,0,"",1,6,5,3,5,5,5,5,4,6,2,3,5,2,4,2,3,5,2,5,3,2,1,2,2,5,3,2,3,2,3,4,2,5,2,6,4,2,3,3,2,1,1,1,5,2,2,2,2,2,3,5,2,5,5,5,2,2,3,4,5,5,4,2,4,1,1,1,1,1,3,2,4,4,2,1,1,1,2,5,1,3,2,2,1,2,4,2,5,1,1,1,3,4,1,5,1,1,4,2,1,4,1,3,2,1,4,4,3,5,4,4,4,2,1,1,5,1,3,5,3,3,3,1,5,4,1,1,2,5,3,3,1,1,4,3,3,"A2",2,1,1,1,1,2,5,4,4,4,3,"Augsburg",5,3.75,2.75,4.66666666666667,2.33333333333333,3.5,3,2.66666666666667,3,2.66666666666667,5,4,1.33333333333333,1,1.33333333333333,1,2.66666666666667,1.33333333333333,3.66666666666667,3,4.33333333333333,2.66666666666667,3.33333333333333,3.66666666666667,2.33333333333333,3,3.66666666666667,4.33333333333333,4,3.33333333333333,2.33333333333333,1.66666666666667,3,1.33333333333333,5,1.33333333333333,5,5,2.66666666666667,2,1.33333333333333,1.33333333333333,1.33333333333333,1.33333333333333,1.33333333333333,2.33333333333333,0.333333333333333,1,0,1.16666666666667,3,2.83333333333333,3.16666666666667,1.77777777777778,1.33333333333333,2.57748538011696,5,2.66666666666667,2.33333333333333,2
"25",125,"2021-02-14 20:40:35",13,"de",269725301,"2021-02-14 20:23:20","2021-02-14 20:40:35",22,"male","Elternhaus",2,3,3,3,2,5,6,3,1,4,"vortragsbasiert-synchron",1,0,1,0,1,1,0,0,"",99,NA,3,4,3,4,3,3,4,3,3,4,4,3,3,4,4,4,3,3,4,4,4,3,4,3,4,3,4,3,3,3,5,3,5,3,4,3,6,6,6,3,3,3,2,4,3,4,4,3,4,4,4,4,3,3,3,4,3,4,3,4,3,4,3,3,3,2,3,3,2,3,2,3,2,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,2,4,3,3,3,4,4,3,4,3,3,3,4,3,3,3,3,3,3,3,4,4,3,4,3,2,3,3,3,2,3,2,3,2,3,2,3,3,3,3,2,3,3,3,3,2,3,"A2",3,3,3,4,3,4,3,4,3,3,3,"Augsburg",3.33333333333333,3.5,3.5,3.33333333333333,4.66666666666667,3.5,3.33333333333333,3.33333333333333,3.66666666666667,6,3,3.33333333333333,3,3,3.66666666666667,2.66666666666667,3,3,3.33333333333333,2.33333333333333,3.66666666666667,2.66666666666667,3,3.33333333333333,3,3,2.66666666666667,3,2.66666666666667,3.33333333333333,3.33333333333333,3,3,3.66666666666667,3.33333333333333,3,3.33333333333333,2.66666666666667,3.33333333333333,3,3.33333333333333,2.66666666666667,3,2.33333333333333,3.33333333333333,3.33333333333333,0.666666666666667,0,1,3.25,2.56410256410256,3.08333333333333,3.05555555555556,3.11111111111111,2.83333333333333,3.04116059379217,3,3.33333333333333,3.33333333333333,3.33333333333333
